PRAGMA foreign_keys=OFF;
BEGIN TRANSACTION;
CREATE TABLE IF NOT EXISTS "light" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT,
	"r" REAL DEFAULT(1.0),
	"g" REAL DEFAULT(1.0),
	"b" REAL DEFAULT(1.0),
	"radius" REAL DEFAULT(1.0)
);
INSERT INTO light VALUES(1,'tiny white',1.0,1.0,1.0,1.0);
INSERT INTO light VALUES(2,'small white',1.0,1.0,1.0,2.0);
INSERT INTO light VALUES(3,'small white',1.0,1.0,1.0,3.0);
INSERT INTO light VALUES(4,'small white',1.0,1.0,1.0,4.0);
INSERT INTO light VALUES(5,'medium white',1.0,1.0,1.0,5.0);
INSERT INTO light VALUES(6,'medium white',1.0,1.0,1.0,6.0);
INSERT INTO light VALUES(7,'medium white',1.0,1.0,1.0,7.0);
INSERT INTO light VALUES(8,'large white',1.0,1.0,1.0,8.0);
INSERT INTO light VALUES(9,'large white',1.0,1.0,1.0,9.0);
INSERT INTO light VALUES(10,'large white',1.0,1.0,1.0,10.0);
INSERT INTO light VALUES(11,'tiny dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,1.0);
INSERT INTO light VALUES(12,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,2.0);
INSERT INTO light VALUES(13,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,3.0);
INSERT INTO light VALUES(14,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,4.0);
INSERT INTO light VALUES(15,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,5.0);
INSERT INTO light VALUES(16,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,6.0);
INSERT INTO light VALUES(17,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,7.0);
INSERT INTO light VALUES(18,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,8.0);
INSERT INTO light VALUES(19,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,9.0);
INSERT INTO light VALUES(20,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,10.0);
INSERT INTO light VALUES(21,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,2.0);
INSERT INTO light VALUES(22,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,3.0);
INSERT INTO light VALUES(23,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,4.0);
INSERT INTO light VALUES(24,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,5.0);
INSERT INTO light VALUES(25,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,6.0);
INSERT INTO light VALUES(26,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,7.0);
INSERT INTO light VALUES(27,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,8.0);
INSERT INTO light VALUES(28,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,9.0);
INSERT INTO light VALUES(29,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,10.0);
INSERT INTO light VALUES(30,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,11.0);
INSERT INTO light VALUES(31,'tiny dim red',1.0,0.29999999999999998889,0.29999999999999998889,1.0);
INSERT INTO light VALUES(32,'small dim red',1.0,0.29999999999999998889,0.29999999999999998889,2.0);
INSERT INTO light VALUES(33,'small dim red',1.0,0.29999999999999998889,0.29999999999999998889,3.0);
INSERT INTO light VALUES(34,'red',1.0,0.29999999999999998889,0.29999999999999998889,4.0);
INSERT INTO light VALUES(35,'red',1.0,0.29999999999999998889,0.29999999999999998889,5.0);
INSERT INTO light VALUES(36,'red',1.0,0.29999999999999998889,0.29999999999999998889,6.0);
INSERT INTO light VALUES(37,'red',1.0,0.29999999999999998889,0.29999999999999998889,7.0);
INSERT INTO light VALUES(38,'red',1.0,0.29999999999999998889,0.29999999999999998889,8.0);
INSERT INTO light VALUES(39,'red',1.0,0.29999999999999998889,0.29999999999999998889,9.0);
INSERT INTO light VALUES(40,'red',1.0,0.29999999999999998889,0.29999999999999998889,10.0);
INSERT INTO light VALUES(41,'green',0.29999999999999998889,1.0,0.29999999999999998889,1.0);
INSERT INTO light VALUES(42,'green',0.29999999999999998889,1.0,0.29999999999999998889,2.0);
INSERT INTO light VALUES(43,'green',0.29999999999999998889,1.0,0.29999999999999998889,3.0);
INSERT INTO light VALUES(44,'green',0.29999999999999998889,1.0,0.29999999999999998889,4.0);
INSERT INTO light VALUES(45,'green',0.29999999999999998889,1.0,0.29999999999999998889,5.0);
INSERT INTO light VALUES(46,'green',0.29999999999999998889,1.0,0.29999999999999998889,6.0);
INSERT INTO light VALUES(47,'green',0.29999999999999998889,1.0,0.29999999999999998889,7.0);
INSERT INTO light VALUES(48,'green',0.29999999999999998889,1.0,0.29999999999999998889,8.0);
INSERT INTO light VALUES(49,'green',0.29999999999999998889,1.0,0.29999999999999998889,9.0);
INSERT INTO light VALUES(50,'green',0.29999999999999998889,1.0,0.29999999999999998889,10.0);
CREATE TABLE IF NOT EXISTS "damagetype" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT
, "color" TEXT);
INSERT INTO zone VALUES(35,'drowned_hornet_aquaslime',0,0.0,2,4);
INSERT INTO zone VALUES(36,'skeletonmage',0,0.0,2,3);
INSERT INTO zone VALUES(37,'ghost_thief',0,0.0,3,6);
INSERT INTO zone VALUES(38,'grave_boss',1,1440.0,0,0);
INSERT INTO zone VALUES(39,'raj',1,1440.0,0,0);
INSERT INTO zone VALUES(40,'skeletons_hornet_zombie_dusty',0,0.0,2,5);
INSERT INTO zone VALUES(41,'city_boss',1,1440.0,0,0);
INSERT INTO zone VALUES(42,'lavaman_crimsonslime_venombat',0,0.0,2,4);
INSERT INTO zone VALUES(43,'ghost_bat',0,0.0,1,2);
INSERT INTO zone VALUES(44,'lavaspitter_lavaslime_skeletonmage',0,0.0,3,5);
INSERT INTO zone VALUES(45,'jem',1,14400.0,0,0);
INSERT INTO zone VALUES(46,'zog',1,9999998.9999999999998,0,0);
INSERT INTO zone VALUES(47,'forestspider_aquaslime_skeletonmage',0,0.0,2,5);
INSERT INTO zone VALUES(48,'',0,0.0,1,1);
INSERT INTO zone VALUES(49,'',0,0.0,1,1);
INSERT INTO zone VALUES(50,'test',0,0.0,1,1);
CREATE TABLE IF NOT EXISTS "zonedata" (
	"id" INTEGER PRIMARY KEY,
	"zone_id" INTEGER REFERENCES zone(id) ON DELETE CASCADE,
	"monster_id" INTEGER REFERENCES monster(id) ON DELETE CASCADE,
	"odds" INTEGER,
	"max" INTEGER DEFAULT(0)
, "difficulty" INTEGER DEFAULT(0));
INSERT INTO zonedata VALUES(1,1,1,1,0,0);
INSERT INTO zonedata VALUES(2,2,1,1,0,0);
INSERT INTO zonedata VALUES(3,2,2,1,0,0);
INSERT INTO zonedata VALUES(4,3,1,1,0,0);
INSERT INTO zonedata VALUES(5,3,2,1,0,0);
INSERT INTO zonedata VALUES(6,3,3,1,2,0);
INSERT INTO zonedata VALUES(7,4,3,1,0,0);
INSERT INTO zonedata VALUES(8,4,4,1,0,0);
INSERT INTO zonedata VALUES(9,5,4,2,0,0);
INSERT INTO zonedata VALUES(10,5,5,1,2,0);
INSERT INTO zonedata VALUES(11,6,5,1,0,0);
INSERT INTO zonedata VALUES(12,6,6,1,0,0);
INSERT INTO zonedata VALUES(13,7,5,5,0,0);
INSERT INTO zonedata VALUES(14,7,7,1,0,0);
INSERT INTO zonedata VALUES(15,8,8,3,2,0);
INSERT INTO zonedata VALUES(16,8,2,1,0,0);
INSERT INTO zonedata VALUES(17,8,1,1,0,0);
INSERT INTO zonedata VALUES(18,9,8,1,0,0);
INSERT INTO zonedata VALUES(19,9,6,1,0,0);
INSERT INTO zonedata VALUES(20,10,9,1,0,0);
INSERT INTO zonedata VALUES(21,10,8,1,0,0);
INSERT INTO zonedata VALUES(22,10,6,1,0,0);
INSERT INTO zonedata VALUES(23,11,11,1,0,0);
INSERT INTO zonedata VALUES(24,11,9,2,0,0);
INSERT INTO zonedata VALUES(25,12,10,1,0,0);
INSERT INTO zonedata VALUES(26,12,11,5,0,0);
INSERT INTO zonedata VALUES(27,13,12,1,0,0);
INSERT INTO zonedata VALUES(28,13,11,2,0,0);
INSERT INTO zonedata VALUES(29,14,13,1,2,0);
INSERT INTO zonedata VALUES(30,14,12,2,0,0);
INSERT INTO zonedata VALUES(31,14,11,1,0,0);
INSERT INTO zonedata VALUES(32,15,14,1,0,0);
INSERT INTO zonedata VALUES(33,15,12,2,0,0);
INSERT INTO zonedata VALUES(34,16,16,1,2,0);
INSERT INTO zonedata VALUES(35,16,14,1,0,0);
INSERT INTO zonedata VALUES(36,16,13,1,2,0);
INSERT INTO zonedata VALUES(37,16,12,1,0,0);
INSERT INTO zonedata VALUES(38,17,17,1,0,0);
INSERT INTO zonedata VALUES(39,17,14,2,0,0);
INSERT INTO zonedata VALUES(40,17,12,3,0,0);
INSERT INTO zonedata VALUES(41,18,2,1,0,0);
INSERT INTO zonedata VALUES(42,19,2,1,0,0);
INSERT INTO zonedata VALUES(43,19,6,1,0,0);
INSERT INTO zonedata VALUES(44,20,9,2,0,0);
INSERT INTO zonedata VALUES(45,21,18,3,1,0);
INSERT INTO zonedata VALUES(46,21,2,10,0,0);
INSERT INTO zonedata VALUES(47,21,1,5,0,0);
INSERT INTO zonedata VALUES(48,22,15,2,0,0);
INSERT INTO zonedata VALUES(49,22,6,1,0,0);
INSERT INTO zonedata VALUES(50,22,2,1,0,0);
INSERT INTO zonedata VALUES(51,23,19,1,0,0);
INSERT INTO zonedata VALUES(52,23,16,2,0,0);
INSERT INTO zonedata VALUES(53,23,6,3,0,0);
INSERT INTO zonedata VALUES(54,23,2,2,0,0);
INSERT INTO zonedata VALUES(55,24,6,5,0,0);
INSERT INTO zonedata VALUES(56,24,18,1,2,0);
INSERT INTO zonedata VALUES(57,24,2,3,0,0);
INSERT INTO zonedata VALUES(58,25,16,1,2,0);
INSERT INTO zonedata VALUES(59,25,2,3,0,0);
INSERT INTO zonedata VALUES(60,25,6,2,0,0);
INSERT INTO zonedata VALUES(61,25,15,1,2,0);
INSERT INTO zonedata VALUES(62,26,20,1,0,0);
INSERT INTO zonedata VALUES(63,26,12,1,0,0);
INSERT INTO zonedata VALUES(64,26,8,20,0,0);
INSERT INTO zonedata VALUES(65,27,20,3,0,0);
INSERT INTO zonedata VALUES(66,27,21,1,1,0);
INSERT INTO zonedata VALUES(67,28,20,3,0,0);
INSERT INTO zonedata VALUES(68,28,21,1,1,0);
INSERT INTO zonedata VALUES(69,28,12,3,0,0);
INSERT INTO zonedata VALUES(70,28,22,2,0,0);
INSERT INTO zonedata VALUES(71,17,21,2,0,0);
INSERT INTO zonedata VALUES(72,30,25,1,1,0);
INSERT INTO zonedata VALUES(73,29,24,3,0,0);
INSERT INTO zonedata VALUES(74,30,24,11,0,0);
INSERT INTO zonedata VALUES(75,29,3,1,0,0);
INSERT INTO zonedata VALUES(76,29,5,1,2,0);
INSERT INTO zonedata VALUES(77,30,3,8,0,0);
INSERT INTO zonedata VALUES(78,29,4,1,0,0);
INSERT INTO zonedata VALUES(79,31,25,1,2,0);
INSERT INTO zonedata VALUES(80,31,11,6,0,0);
INSERT INTO zonedata VALUES(81,31,5,6,0,0);
INSERT INTO zonedata VALUES(82,31,4,6,0,0);
INSERT INTO zonedata VALUES(83,32,26,3,2,0);
INSERT INTO zonedata VALUES(84,32,13,1,0,0);
INSERT INTO zonedata VALUES(85,32,11,1,0,0);
INSERT INTO zonedata VALUES(86,32,16,1,0,0);
INSERT INTO zonedata VALUES(87,33,30,1,0,50);
INSERT INTO zonedata VALUES(88,33,31,1,0,200);
INSERT INTO zonedata VALUES(89,33,32,1,0,50);
INSERT INTO zonedata VALUES(90,33,30,1,0,50);
INSERT INTO zonedata VALUES(91,33,7,1,0,300);
INSERT INTO zonedata VALUES(92,34,27,1,2,0);
INSERT INTO zonedata VALUES(93,35,28,1,0,0);
INSERT INTO zonedata VALUES(94,34,29,2,0,0);
INSERT INTO zonedata VALUES(95,36,30,1,1,0);
INSERT INTO zonedata VALUES(96,37,11,20,0,0);
INSERT INTO zonedata VALUES(97,37,25,1,1,0);
INSERT INTO zonedata VALUES(98,38,21,1,0,0);
INSERT INTO zonedata VALUES(99,38,11,3,0,0);
INSERT INTO zonedata VALUES(100,35,27,1,0,0);
INSERT INTO zonedata VALUES(101,35,29,1,0,0);
INSERT INTO zonedata VALUES(102,36,28,3,0,0);
INSERT INTO zonedata VALUES(103,36,27,3,0,0);
INSERT INTO zonedata VALUES(104,39,31,1,0,0);
INSERT INTO zonedata VALUES(105,39,24,4,0,0);
INSERT INTO zonedata VALUES(106,39,5,2,0,0);
INSERT INTO zonedata VALUES(107,40,20,3,0,0);
INSERT INTO zonedata VALUES(108,40,21,1,0,0);
INSERT INTO zonedata VALUES(109,40,27,1,0,0);
INSERT INTO zonedata VALUES(110,40,22,2,0,0);
INSERT INTO zonedata VALUES(111,40,12,3,0,0);
INSERT INTO zonedata VALUES(112,41,30,3,0,75);
INSERT INTO zonedata VALUES(113,41,21,2,0,100);
INSERT INTO zonedata VALUES(114,42,26,1,1,0);
INSERT INTO zonedata VALUES(115,42,16,4,0,0);
INSERT INTO zonedata VALUES(116,42,15,2,1,0);
INSERT INTO zonedata VALUES(117,43,11,2,0,0);
INSERT INTO zonedata VALUES(118,43,5,1,0,0);
INSERT INTO zonedata VALUES(119,45,32,1,0,0);
INSERT INTO zonedata VALUES(120,44,34,2,0,0);
INSERT INTO zonedata VALUES(121,44,30,1,2,0);
INSERT INTO zonedata VALUES(122,44,36,3,0,0);
INSERT INTO zonedata VALUES(123,33,10,1,0,300);
INSERT INTO zonedata VALUES(124,33,19,1,0,150);
INSERT INTO zonedata VALUES(125,33,17,1,0,150);
INSERT INTO zonedata VALUES(126,47,33,3,0,0);
INSERT INTO zonedata VALUES(127,47,29,2,0,0);
INSERT INTO zonedata VALUES(128,47,35,2,0,0);
INSERT INTO zonedata VALUES(129,47,30,1,0,0);
INSERT INTO zonedata VALUES(130,46,37,7,0,0);
INSERT INTO zonedata VALUES(131,46,38,1,0,0);
INSERT INTO zonedata VALUES(132,50,25,1,0,0);
INSERT INTO zonedata VALUES(133,26,1,10,0,0);
INSERT INTO zonedata VALUES(134,26,2,10,0,0);
CREATE TABLE IF NOT EXISTS "monster" (
	"id" INTEGER PRIMARY KEY,
	"level" INTEGER DEFAULT(1),
	"name" TEXT,
	"portrait" TEXT DEFAULT('monsters/'),
	"experience" INTEGER DEFAULT(1),
	"gold" INTEGER DEFAULT(1),
	"health" INTEGER DEFAULT(1),
	"mana" INTEGER DEFAULT(0),
	"mindamage" INTEGER DEFAULT(0),
	"maxdamage" INTEGER DEFAULT(0),
	"armor" INTEGER DEFAULT(0),
	"block" INTEGER DEFAULT(0),
	"attackperiod" REAL DEFAULT(2.0),
	"ai_id" INTEGER DEFAULT(0) REFERENCES ai(id) ON DELETE CASCADE,
	"build_id" INTEGER DEFAULT(0) REFERENCES build(id) ON DELETE CASCADE
, "fire_res" INTEGER DEFAULT(0), "cold_res" INTEGER DEFAULT(0), "lightning_res" INTEGER DEFAULT(0), "poison_res" INTEGER DEFAULT(0), "bleed_res" INTEGER DEFAULT(0), "stun_res" INTEGER DEFAULT(0));
INSERT INTO monster VALUES(1,1,'Crow','textures/monsters/crow.png',1,1,40,0,5,10,0,0,3.330000000000000071,1,24,-25,0,0,0,0,0);
INSERT INTO monster VALUES(2,1,'Green Slime','textures/monsters/slime.png',2,2,100,0,10,20,2,0,2.8500000000000000888,1,35,0,0,0,0,25,0);
INSERT INTO monster VALUES(3,1,'Fire Ant','textures/monsters/fireant.png',4,4,150,0,10,30,10,0,2.0,2,29,50,-25,-25,25,0,0);
INSERT INTO monster VALUES(4,1,'Black Spider','textures/monsters/spider.png',3,3,125,0,20,40,1,0,2.0,1,21,-25,0,0,25,0,0);
INSERT INTO monster VALUES(5,1,'Bat','textures/monsters/bat.png',5,6,90,0,30,60,3,0,1.5500000000000000444,1,22,0,0,-35,50,0,0);
INSERT INTO monster VALUES(6,1,'Blue Slime','textures/monsters/blue_slime.png',5,7,200,0,10,50,5,0,2.8500000000000000888,1,35,0,15,0,0,25,0);
INSERT INTO monster VALUES(7,1,'Bat Lord','textures/monsters/red_bat.png',150,250,1250,0,50,150,4,10,2.0,3,23,25,25,25,50,25,50);
INSERT INTO monster VALUES(8,1,'Crab','textures/monsters/crab.png',7,10,250,0,20,50,20,5,4.0,1,30,0,0,25,0,0,0);
INSERT INTO monster VALUES(9,1,'Water Crab','textures/monsters/water_crab.png',10,15,400,0,50,100,25,10,2.2200000000000001953,1,44,0,0,25,0,0,0);
INSERT INTO monster VALUES(10,1,'King Krab','textures/monsters/king_krab.png',300,600,1500,0,100,200,35,20,2.0,3,26,25,25,75,25,25,75);
INSERT INTO monster VALUES(11,1,'Ghost','textures/monsters/ghost.png',12,3,150,0,100,120,90,0,7.0,1,25,0,50,0,75,75,0);
INSERT INTO monster VALUES(12,1,'Zombie','textures/monsters/zombie.png',15,20,500,0,70,180,10,10,2.8500000000000000888,1,28,15,15,15,15,15,15);
INSERT INTO monster VALUES(13,1,'Demon Crow','textures/monsters/demon_crow.png',20,15,225,0,140,220,2,5,1.8100000000000000532,1,24,-25,0,0,0,0,0);
INSERT INTO monster VALUES(14,1,'Apparition','textures/monsters/apparition.png',25,7,350,0,200,210,90,0,7.0,1,25,0,50,0,75,75,0);
INSERT INTO monster VALUES(15,1,'Venomous Bat','textures/monsters/venomous_bat.png',20,20,250,0,100,200,4,5,1.5300000000000000266,1,32,0,0,-35,75,0,0);
INSERT INTO monster VALUES(16,1,'Crimson Slime','textures/monsters/crimson_slime.png',30,30,800,0,120,250,6,5,2.8500000000000000888,1,35,50,0,0,0,25,0);
INSERT INTO monster VALUES(17,1,'Dead Queen','textures/monsters/dead_queen.png',1500,2500,4000,1500,200,300,30,20,4.0,4,27,25,75,25,75,75,50);
INSERT INTO monster VALUES(18,1,'Mud Man','textures/monsters/mud_man.png',20,30,600,0,40,120,8,5,2.8500000000000000888,1,31,15,15,-25,0,0,0);
INSERT INTO monster VALUES(19,1,'Slime Prince','textures/monsters/slime_prince.png',1000,1500,3000,4000,100,350,25,30,2.5,5,33,25,25,25,25,75,50);
INSERT INTO monster VALUES(20,1,'Skeleton','textures/monsters/skeleton.png',30,25,650,0,100,150,5,10,2.0,14,36,0,0,15,55,75,-50);
INSERT INTO monster VALUES(21,1,'Skeleton Priest','textures/monsters/skeleton_priest.png',35,30,750,600,50,100,0,0,2.6600000000000001421,6,34,0,0,15,55,75,-50);
INSERT INTO monster VALUES(22,1,'Dusty Ant','textures/monsters/dusty_ant.png',40,40,1000,0,125,175,25,15,2.0,2,29,50,-25,-25,25,0,0);
INSERT INTO monster VALUES(23,1,'Demon','textures/monsters/demon.png',40,35,1200,0,100,225,10,0,2.0,14,37,50,0,0,0,0,0);
INSERT INTO monster VALUES(24,1,'Goblin','textures/monsters/goblin.png',6,5,175,0,20,40,2,0,2.0,1,38,0,0,0,0,0,0);
INSERT INTO monster VALUES(25,1,'Goblin Thief','textures/monsters/goblin_thief.png',15,150,300,0,50,100,5,5,1.6000000000000000888,7,39,0,0,0,0,0,0);
INSERT INTO monster VALUES(26,1,'Lava Man','textures/monsters/lava_man.png',75,75,1250,0,125,200,10,5,2.0,8,40,75,-50,0,0,0,0);
INSERT INTO monster VALUES(27,1,'Hornet','textures/monsters/hornet.png',70,60,2500,0,200,250,5,0,1.75,1,41,0,0,0,0,0,0);
INSERT INTO monster VALUES(28,1,'The Drowned','textures/monsters/the_drowned.png',75,75,3000,0,150,200,10,5,2.8500000000000000888,1,28,15,15,15,15,15,15);
INSERT INTO monster VALUES(29,1,'Aqua Slime','textures/monsters/aqua_slime.png',50,60,2000,0,100,180,0,0,2.5,1,35,0,45,0,0,25,0);
INSERT INTO monster VALUES(30,1,'Skeleton Mage','textures/monsters/skeleton_mage.png',130,120,3500,1500,100,150,0,0,4.0,9,42,45,45,55,55,75,-50);
INSERT INTO monster VALUES(31,1,'Raj','textures/monsters/raj.png',500,1000,1750,0,75,175,5,5,1.8000000000000000444,10,43,0,0,0,0,0,0);
INSERT INTO monster VALUES(32,1,'Jem','textures/monsters/jem.png',12500,25000,25000,0,200,350,0,0,2.25,11,45,0,0,0,0,0,0);
INSERT INTO monster VALUES(33,1,'Forest Spider','textures/monsters/forest_spider.png',130,100,3800,0,200,250,5,0,2.0,1,21,-25,0,0,35,0,0);
INSERT INTO monster VALUES(34,1,'Lava Spitter','textures/monsters/lava_spitter.png',175,175,5000,0,175,275,5,0,1.8000000000000000444,12,46,55,-35,0,0,0,0);
INSERT INTO monster VALUES(35,1,'Lost One','textures/monsters/lost_one.png',150,50,2000,0,500,600,90,0,7.0,1,25,0,50,0,75,75,0);
INSERT INTO monster VALUES(36,1,'Lava Slime','textures/monsters/lava_slime.png',165,200,7000,0,300,325,10,5,3.0,1,35,65,-45,0,0,25,0);
INSERT INTO monster VALUES(37,1,'The Elite','textures/monsters/the_elite.png',10000,10000,50000,0,5000,10000,100,1000,10.0,1,20,0,0,0,0,0,0);
INSERT INTO monster VALUES(38,1,'Zog','textures/monsters/zog.png',1000000,50000,999999,999999,10000,20000,100,4000,5.0,13,47,75,75,75,75,75,75);
CREATE TABLE IF NOT EXISTS "map" (
	"id" INTEGER PRIMARY KEY,
	"file" TEXT,
	"atlas" TEXT,
	"music" TEXT,
	"ambient_red" REAL DEFAULT(0.3),
	"ambient_green" REAL DEFAULT(0.3),
	"ambient_blue" REAL DEFAULT(0.3),
	"outside" INTEGER DEFAULT(1),
	"background_id" INTEGER DEFAULT(0),
	"background_x" REAL DEFAULT(0),
	"background_y" REAL DEFAULT(0),
	"background_z" REAL DEFAULT(0)
);
INSERT INTO map VALUES(1,'maps/ham.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(2,'maps/ham_cellarhut.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(3,'maps/ham_cellar.map.gz','textures/map/atlas0.png','cellar.ogg',0.040000000000000000832,0.020000000000000000416,0.020000000000000000416,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(4,'maps/ham_weapon.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(5,'maps/ham_armor.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(6,'maps/ham_supplies.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(7,'maps/ham_blacksmith.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(8,'maps/ham_gamble.map.gz','textures/map/atlas0.png','jazztown.ogg',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(9,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(10,'maps/choria.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(11,'maps/choria_batcave.map.gz','textures/map/atlas0.png','bat.ogg',0.0,0.0,0.0,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(12,'maps/choria_sandcave.map.gz','textures/map/atlas0.png','sand.ogg',0.25,0.25,0.0,0,13,-25.0,-25.0,-10.0);
INSERT INTO map VALUES(13,'maps/choria_sandcave_bg.map.gz','textures/map/atlas0.png','',0.10000000000000000555,0.10000000000000000555,0.0,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(14,'maps/choria_slimecave1.map.gz','textures/map/atlas0.png','',0.0,0.34999999999999997779,0.0,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(15,'maps/choria_slimecave2.map.gz','textures/map/atlas0.png','',0.0,0.14999999999999999444,0.0,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(16,'maps/choria_ruins1.map.gz','textures/map/atlas0.png','ruins.ogg',0.75,0.5500000000000000444,0.14999999999999999444,2,'',0.0,0.0,0.0);
INSERT INTO map VALUES(17,'maps/choria_ruins2.map.gz','textures/map/atlas0.png','ruins.ogg',0.84999999999999997779,0.61999999999999999555,0.17000000000000001221,2,16,-48.000000000000000001,-83.999999999999999996,-15.0);
INSERT INTO map VALUES(18,'maps/choria_graveyard.map.gz','textures/map/atlas0.png','howl.ogg',0.34999999999999997779,0.32200000000000000843,1.0,2,'',0.0,0.0,0.0);
INSERT INTO map VALUES(19,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(20,'maps/fem.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(21,'maps/fem_house_top.map.gz','textures/map/atlas0.png','library.ogg',0.4000000000000000222,0.4000000000000000222,0.75,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(22,'maps/fem_tower1.map.gz','textures/map/atlas0.png','tower.ogg',0.10000000000000000555,0.2000000000000000111,0.10000000000000000555,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(23,'maps/fem_tower2.map.gz','textures/map/atlas0.png','tower.ogg',0.080000000000000001665,0.16000000000000000333,0.059999999999999997779,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(24,'maps/fem_tower3.map.gz','textures/map/atlas0.png','tower.ogg',0.2000000000000000111,0.14999999999999999444,0.13000000000000000444,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(25,'maps/fem_tower4.map.gz','textures/map/atlas0.png','howl.ogg',0.0,0.0,0.0,1,27,-35.0,-30.0,-20.0);
INSERT INTO map VALUES(26,'maps/fem_tower5.map.gz','textures/map/atlas0.png','queen.ogg',0.050000000000000002775,0.025000000000000001387,0.025000000000000001387,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(27,'maps/fem_tower4_bg.map.gz','textures/map/atlas0.png','tower.ogg',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(28,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(29,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(30,'maps/san.map.gz','textures/map/atlas0.png','jung.ogg',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(31,'maps/san_shop.map.gz','textures/map/atlas0.png','jung.ogg',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(32,'maps/san_weapon.map.gz','textures/map/atlas0.png','jung.ogg',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(33,'maps/san_armor.map.gz','textures/map/atlas0.png','jung.ogg',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(34,'maps/san_dungeon.map.gz','textures/map/atlas0.png','cellar.ogg',0.020000000000000000416,0.010000000000000000208,0.010000000000000000208,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(35,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(36,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(37,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
